Sr_No,Date_dd_mm_yyyy,Startup_Name,Industry_Vertical,SubVertical,City__Location,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,Year,Month
831,2017-05-18,Paytm,Ecommerce,Mobile Wallet & Ecommerce Platform,Bengaluru,Softbank Group,Private Equity,1400000000.0,,2017,5
832,2017-05-19,Ezcred,Consumer Internet,Consumer Lending Platform,Bengaluru,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000.0,,2017,5
833,2017-05-19,Healthsutra,Food & Beverage,Health Food Maker,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed Funding,0.0,,2017,5
834,2017-05-20,Yepme,Ecommerce,Private Fashion Brand Etailer,New Delhi,Gokaldas Exports Ltd,Private Equity,0.0,,2017,5
835,2017-05-22,Delhivery,Logistics,Ecommerce Logistics Provider,New Delhi,Fosun International,Private Equity,30000000.0,,2017,5
836,2017-05-22,Zipgrid,Consumer Internet,"Cashless, Paperless Solutions For Housing Societies",Mumbai,"Jll, 1Crowd",Seed Funding,500000.0,,2017,5
837,2017-05-23,Travelspice,Ecommerce,Travel Ecommerce Portal,Hyderabad,Eagle10 Ventures,Seed Funding,0.0,,2017,5
838,2017-05-23,Magicpin,Consumer Internet,Hyperlocal Discovery Platform,Gurugram,"Lightspeed Venture Partners, Vy Capital,",Private Equity,6600000.0,,2017,5
839,2017-05-23,The Print,Consumer Internet,News Portal,New Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed Funding,0.0,,2017,5
840,2017-05-23,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,1000000.0,,2017,5
841,2017-05-24,Gennext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed Funding,580000.0,,2017,5
842,2017-05-25,Aye Finance,Finance,Non-Banking Financial Company,Gurugram,Blue Orchard,Private Equity,8000000.0,,2017,5
843,2017-05-26,Whatsloan,Consumer Internet,Online Lending Mobile App,Bengaluru,Lahiri Music\ Family Office,Seed Funding,0.0,,2017,5
844,2017-05-29,Cube Consumer Services,Consumer Internet,Finance Management Mobile App,Mumbai,Unknown,Seed Funding,0.0,,2017,5
845,2017-05-29,Nivesh,Consumer Internet,Online Mf Investment Platform,Noida,"Pv Sahad, Sandeep Shroff, Rahul Gupta",Seed Funding,0.0,,2017,5
846,2017-05-29,Wowflux,Technology,Image Processing Solution,New Delhi,Undisclosed Investors,Seed Funding,0.0,,2017,5
847,2017-05-29,Collateral Medical,Ecommerce,Online Medical Equipment Supplier,Mumbai,Carpediem Capital,Private Equity,3500000.0,,2017,5
848,2017-05-30,Loadshare,Logistics,Express Logistics Network,Bengaluru,Matrix Partners,Seed Funding,0.0,,2017,5
849,2017-05-30,Simplilend,Consumer Internet,Online Lending Platform,New Delhi,Undisclosed Investors,Seed Funding,0.0,,2017,5
850,2017-05-30,Supr Daily,Consumer Internet,Subscription Based Delivery Platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,1500000.0,,2017,5
851,2017-05-30,Swiggy,Consumer Internet,Online Food Delivery Platform,Bengaluru,"Nasper, Accel India, Saif Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,80000000.0,,2017,5
852,2017-05-31,Sastasundar,Ecommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,5000000.0,,2017,5
853,2017-05-31,Magicpin,Consumer Internet,Hyperlocal Discovery & Rewards Platform,Gurugram,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,7000000.0,,2017,5
854,2017-04-01,Cashe,Consumer Internet,Online & Mobile Based Lending Platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,3800000.0,,2017,4
855,2017-04-03,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,8200000.0,,2017,4
856,2017-04-03,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,0.0,,2017,4
857,2017-04-03,Healthcare At Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,40000000.0,,2017,4
858,2017-04-03,Tyre Express,Technology,Enterprise Iot Solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed Funding,0.0,,2017,4
859,2017-04-03,Smartcoin,Consumer Internet,Micro Lending Platform,Bengaluru,Unicorn India Ventures & Others,Private Equity,0.0,,2017,4
860,2017-04-04,Waycool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,2700000.0,,2017,4
861,2017-04-04,Perfios,Technology,Fin-Tech Solutions,Bengaluru,Bessemer Venture Partners,Private Equity,6100000.0,,2017,4
862,2017-04-04,Whatfix,Technology,Interactive Tech-Support Guides,Bengaluru,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3690000.0,,2017,4
863,2017-04-04,Elastirun,Technology,App Based Logistics & Distribution Platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000.0,,2017,4
864,2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking Platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,500000.0,,2017,4
865,2017-04-04,Konsult App,Consumer Internet,App Based Doctor Consulting Platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo Van Den Bosch & Others",Seed Funding,500000.0,,2017,4
866,2017-04-05,Credit Sudhaar,Consumer Internet,Credit Score Improvement Platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed Funding,0.0,,2017,4
867,2017-04-05,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,3000000.0,,2017,4
868,2017-04-05,Dataweave,Technology,Business Intelligence Solutions,Bengaluru,"Freakout Group, Blume Ventures, Herb Madan, Waterbridge Ventures",Private Equity,0.0,,2017,4
869,2017-04-06,Medwell Ventures,Healthcare,Home-Based Healthcare Provider,Bengaluru,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000.0,,2017,4
870,2017-04-06,Mech Mocha,Consumer Internet,Mobile Gaming Startup,Bengaluru,"Accel Partners, Shunwei Capital",Private Equity,5000000.0,,2017,4
871,2017-04-07,Startup Buddy,Consumer Internet,Startup Support Platform,Gurugram,"Youwecan Ventures,",Seed Funding,0.0,,2017,4
872,2017-04-07,Qorqi,Healthcare,Online Healthcare Provider,Noida,Paytm,Seed Funding,0.0,,2017,4
873,2017-04-07,Twenty Two Motors,Technology,Smart Scooter Manufacturer,Gurugram,"Ishwar Singh,Farhaan Shabbir",Seed Funding,0.0,,2017,4
874,2017-04-07,Pharmeasy,Ecommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000.0,,2017,4
875,2017-04-08,Wonderchef,Ecommerce,Online Marketplace For Kitchen Products,Mumbai,Labruyere Eberlxc3Xa9,Private Equity,0.0,,2017,4
876,2017-04-08,Fastfox,Consumer Internet,Online Rental Discovery Platform,Gurugram,"Lightspeed India Partners, Blume Ventures, Cyberagent Ventures, Growx Ventures, Imj Investment Partners",Private Equity,4600000.0,,2017,4
877,2017-04-10,Omnify,Technology,Saas Platform For Smes,Bengaluru,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,150000.0,,2017,4
878,2017-04-10,Capital Float,Consumer Internet,Online Lending Platform For Sme,Bengaluru,Mahindra And Mahindra Financial Services,Private Equity,2300000.0,,2017,4
879,2017-04-11,Ninjacart,Ecommerce,B2B Agri-Marketing Platform,Bengaluru,"Accel Partners, Nandan Nilekani\ Nrjn Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000.0,,2017,4
880,2017-04-11,Mergerware,Technology,Software Solutions For M&As,Bengaluru,Philippe Bouchet,Seed Funding,100000.0,,2017,4
881,2017-04-11,Sports Flashes,Consumer Internet,Online Sports Portal & Mobile App,New Delhi,"Sushil Kumar, Sandeep Singh",Seed Funding,0.0,,2017,4
882,2017-04-12,Clovia,Ecommerce,Online Lingerie & Sleepwear Etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures And Ravi Dhariwal",Private Equity,4000000.0,,2017,4
883,2017-04-12,Emiza,Logistics,Third Party Logistics Provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000.0,,2017,4
884,2017-04-12,Hackerearth,Consumer Internet,Online Skill Assessment Platform,Bengaluru,"Dhi Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, Bizreach",Private Equity,4500000.0,,2017,4
885,2017-04-12,Squadrun,Technology,Software-As-A-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91Springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000.0,,2017,4
886,2017-04-12,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,"Mape Advisory Group, R Ramaraj, Corvus Ventures",Seed Funding,0.0,,2017,4
887,2017-04-12,Scoutmytrip,Consumer Internet,Online Travel Planner,Mumbai,Z Nation Lab,Seed Funding,0.0,,2017,4
888,2017-04-13,Safetykart,Ecommerce,Safety & Hygiene Products Etailer,Gurugram,Redcliffe Capital,Private Equity,0.0,,2017,4
889,2017-04-13,Weareholidays,Consumer Internet,Travel Packages & Planner Marketplace,Gurugram,"Urrshila Kerkar,",Private Equity,7700000.0,,2017,4
890,2017-04-14,Ola Cabs,Consumer Internet,Cab Aggregator App,Bengaluru,Simi Pacific Pte,Private Equity,260000000.0,,2017,4
891,2017-04-15,Myly,Consumer Internet,Mobile App For Schools,Jaipur,Mall Industries Development Bank Of India (Sidbi),Seed Funding,310000.0,,2017,4
892,2017-04-17,Credihealth,Consumer Internet,Online Medical Assistance Platform,Gurugram,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000.0,,2017,4
893,2017-04-17,Navia Life Care,Technology,Health Technology Platform,New Delhi,Benori Ventures Llp,Seed Funding,0.0,,2017,4
894,2017-04-17,Raw Pressery,Food & Beverages,Raw Pressed Juices Manufacturer,Mumbai,Jacqueline Fernandez,Seed Funding,0.0,,2017,4
895,2017-04-17,Snackible,Food & Beverages,Healthy Snacks Manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000.0,,2017,4
896,2017-04-17,Be U Salons,Consumer Internet,Online Salon Discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,620000.0,,2017,4
897,2017-04-17,Simulanis,Consumer Internet,Elearning & Skills Development Plat,New Delhi,Village Capital,Seed Funding,0.0,,2017,4
898,2017-04-17,Lendingkart,Consumer Internet,Lending Platform For Small Businesses,Ahmedabad,Anicut Capital,Private Equity,4650000.0,,2017,4
899,2017-04-18,Innefu Security Consulting,Technology,Cyber Security Solutions Using Ai,New Delhi,Indianivesh Venture Capital Fund,Private Equity,2000000.0,,2017,4
900,2017-04-18,Whodat,Technology,Markerless Ar Platform,Bengaluru,Ideaspring Capital,Private Equity,600000.0,,2017,4
901,2017-04-18,Absentia Vr,Technology,Virtual Reality Startup,Bengaluru,Exfinity Venture Partners,Private Equity,1250000.0,,2017,4
902,2017-04-19,Iotrek,Technology,Iot Platform For Bus,New Delhi,Undisclosed Investor,Seed Funding,155000.0,,2017,4
903,2017-04-20,Holachef,Consumer Internet,Online Food Delivery,Mumbai,"Sidbi Venture Capital Ltd, Kalaari Capital",Private Equity,3000000.0,,2017,4
904,2017-04-20,Wooplr,Ecommerce,Social Commerce Fashion Platform,Bengaluru,Ankit Nagori,Private Equity,0.0,,2017,4
905,2017-04-21,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bengaluru,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, Lg Chandrasekhar, Sashi Reddi",Seed Funding,1000000.0,,2017,4
906,2017-04-24,Faasos,Food & Beverage,Qsr Chain And Online Food Delivery,Pune,"Ligthbox Ventures Ii, Lightbox Expansion Fund, Sequoia Capital India, Runet South Asia, Rb Investments",Private Equity,6300000.0,,2017,4
907,2017-04-24,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurugram,"Softbank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250000000.0,,2017,4
908,2017-04-24,Toppr,Consumer Internet,Learning Mobile App For Students,Mumbai,Wgg International,Private Equity,3200000.0,,2017,4
909,2017-04-24,Niramai,Healthcare,Breast Cancer Screening Solutions,Bengaluru,"Pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,0.0,,2017,4
910,2017-04-25,The Office Pass,Consumer Internet,Coworking Spaces Booking Platform,Gurugram,"Arun Tadanki, Aditya Verma",Seed Funding,245000.0,,2017,4
911,2017-04-25,Urbanclap,Consumer Internet,Mobile Services Marketplace,Gurugram,Trifecta Capital,Private Equity,3100000.0,,2017,4
912,2017-04-26,Awfis,Consumer Internet,Collaborative Co-Working Spaces,Mumbai,Sequoia India,Private Equity,20000000.0,,2017,4
913,2017-04-26,Myra,Consumer Internet,Online Pharmacy,Bengaluru,"Times Internet,Matrix Partners",Private Equity,0.0,,2017,4
914,2017-04-26,Flytxt,Technology,Customer Data Analytics Software,Mumbai,Dah Beteiligungs Gmbh,Private Equity,11000000.0,,2017,4
915,2017-04-26,Howdy Ventures,Consumer Internet,Public And Private Events Creation App,Chennai,S. Xavier Britto,Seed Funding,1500000.0,,2017,4
916,2017-04-26,Stalkbuylove,Ecommerce,Online Fashion Marketplace,New Delhi,Trifecta Capital,Private Equity,1000000.0,,2017,4
917,2017-04-26,Zipgo,Consumer Internet,Bus Pooling Services Platform,Bengaluru,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,0.0,,2017,4
918,2017-04-27,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3600000.0,,2017,4
919,2017-04-27,Autobix,Technology,Software Solutions For Auto Dealership,Pune,Gardx International,Seed Funding,0.0,,2017,4
920,2017-04-27,Eshiksha,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,0.0,,2017,4
921,2017-04-27,Inurture,Consumer Internet,Online Educational Courses,Bengaluru,Blacksoil Capital Pvt. Ltd,Private Equity,1500000.0,,2017,4
922,2017-04-28,Sepalika,Consumer Internet,Healthcare Related Content Platform,New Delhi,Accel Partners,Seed Funding,750000.0,,2017,4
923,2017-04-28,Mintwalk,Consumer Internet,Financial Advisory Mobile App,Mumbai,Poshika Financial Ecosystem,Seed Funding,0.0,,2017,4
924,2017-04-29,Qriyo,Consumer Internet,Tutor Discovery & Booking Platform,Jaipur,Nb Ventures,Private Equity,0.0,,2017,4
925,2017-03-01,Ola,Consumer Internet,App Based Cab Aggregator,Bengaluru,Softbank Group Corp,Private Equity,330000000.0,,2017,3
926,2017-03-01,Belong,Consumer Internet,Online Jon Portal,Bengaluru,Sequoia Capital India,Private Equity,10000000.0,,2017,3
927,2017-03-01,Seenit,Consumer Internet,Ai Based Fashion Search Portal,Kolkata,"Calcutta Angels Network (Can), Augment Ventures",Seed Funding,0.0,,2017,3
928,2017-03-01,Paalak,Ecommerce,Fresh Produce Selling Portal,New Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, Ln Buddharaju, Anupam Tyagi",Seed Funding,0.0,,2017,3
929,2017-03-02,Celes Care,Consumer Internet,Women Healthcare & Information Portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,1500000.0,,2017,3
930,2017-03-02,Karomi,Technology,Packaging Artwork Management Software,Chennai,Ideaspring Capital,Seed Funding,500000.0,,2017,3
931,2017-03-02,Red Carpet,Consumer Internet,Micro Lending Platform,Gurugram,Lightspeed Venture Partners,Private Equity,2500000.0,,2017,3
932,2017-03-02,Kreate Konnect,Technology,End-To-End Seller E-Commerce Solutions Provider,Vadodara,Langoor,Seed Funding,0.0,,2017,3
933,2017-03-02,Creditmantri,Consumer Internet,Online Credit Score & Lending Platform,Chennai,Quona Capital,Private Equity,7600000.0,,2017,3
934,2017-03-03,Lets Endorse,Consumer Internet,Online Ecosystem Of Social Innovators,Bengaluru,"Chandigarh Angels Network, Social Alpha And Other Unnamed Angel Investors",Seed Funding,0.0,,2017,3
935,2017-03-03,Tydy,Technology,Employee Onboarding And Engagement Platform,Bengaluru,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,275000.0,,2017,3
936,2017-03-03,Nactus,Consumer Internet,Professional Tutors Discovery & Booking Mobile App,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,0.0,,2017,3
937,2017-03-03,Oho Shop,Technology,Ecommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman And Company Ltd",Private Equity,6700000.0,,2017,3
938,2017-03-03,Emojifi,Consumer Internet,Mobile App For Live Emoji,Hyderabad,Undisclosed Angel Investors,Seed Funding,0.0,,2017,3
939,2017-03-03,Paytm Marketplace,Ecommerce,Ecommerce Marketplace,Bengaluru,Alibaba,Private Equity,200000000.0,,2017,3
940,2017-03-04,Igenetics,Healthcare,Health Diagnostic Solutions,Mumbai,Cdc Group Plc,Private Equity,19500000.0,,2017,3
941,2017-03-06,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,1200000.0,,2017,3
942,2017-03-06,Summerlabel,Consumer Internet,Fashion And Lifestyle Discovery Platform,Gurugram,"Aneesh Seth, Tushar Mittal",Seed Funding,150000.0,,2017,3
943,2017-03-06,Pickme,Consumer Internet,Gadget Insurance & Repair Services Platform,Mumbai,Sidbi Venture Capital Fund,Private Equity,1790000.0,,2017,3
944,2017-03-07,Agrostar,Technology,Direct-To-Farmer Mobile-Based Retail Platform,Pune,Accel Partners,Private Equity,10000000.0,,2017,3
945,2017-03-07,Zapr,Technology,"Dsp, Tv Analytics & Cross-Platform Advertising",Bengaluru,Star India Pvt Ltd,Private Equity,10000000.0,,2017,3
946,2017-03-07,Data Resolve,Technology,Cyber Security Solutions,Noida,Idfc Parampara Early Stage Opportunities Fund,Private Equity,1000000.0,,2017,3
947,2017-03-07,Book Servicing,Consumer Internet,Online Vehicle Services Booking Platform,New Delhi,National Science And Technology Entrepreneurship Development Board,Seed Funding,30000.0,,2017,3
948,2017-03-07,Blowhorn,Consumer Internet,Intra-City Logistics Provider,Bengaluru,"Idg Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,3650000.0,,2017,3
949,2017-03-08,Rivigo,Logistics,Technology Enabled Logistics Company,Gurugram,Private Sector Banks (Debt Funding),Private Equity,15000000.0,,2017,3
950,2017-03-08,Pipecandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"Idg Ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,1100000.0,,2017,3
951,2017-03-08,Supr Daily,Consumer Internet,Subscription Based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,120000.0,,2017,3
952,2017-03-08,Parentune,Consumer Internet,Online Community For Parents,Gurugram,"Kae Capital, Segnel Ventures",Private Equity,0.0,,2017,3
953,2017-03-09,Appbrowzer,Consumer Internet,Instant Mobile Apps Store,Bengaluru,Deepak Gurnani,Seed Funding,500000.0,,2017,3
954,2017-03-09,Magicbricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,4500000.0,,2017,3
955,2017-03-10,Peebuddy,Healthcare,Female Hygiene Product Manufacturer,New Delhi,Indian Angel Network,Seed Funding,443000.0,,2017,3
956,2017-03-10,Iorderfresh,Ecommerce,Online Fresh Fruits And Grocery Store,New Delhi,Singapore Angel Network,Seed Funding,0.0,,2017,3
957,2017-03-10,Lavelle Networks,Technology,Sdn Solutions,Bengaluru,Ideaspring Capital,Seed Funding,600000.0,,2017,3
958,2017-03-10,Propertyshare,Consumer Internet,Fractional Proerty Ownership & Rental Platform,Bengaluru,"Asuka, Pravega Ventures, Beenext",Seed Funding,0.0,,2017,3
959,2017-03-14,Mydermacy,Consumer Internet,Online Dermatology Consultation Platform,New Delhi,Cyber Carrier,Private Equity,0.0,,2017,3
960,2017-03-15,Latestone,Ecommerce,Tech Accessories E-Tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,3350000.0,,2017,3
961,2017-03-15,Frapperz,Consumer Internet,On-Demand Home Services Provider,Kolkata,Undisclosed Investor,Seed Funding,100000.0,,2017,3
962,2017-03-16,Mpaani,Consumer Internet,Loyalty Rewards App,Mumbai,"Idg Ventures, Blume Ventures, Saha Fund,",Private Equity,1350000.0,,2017,3
